model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,price_per_mile
5 series,2019,28500,semi-auto,3816,diesel,145,62.8,2.0,7,7.468553459119497
5 series,2019,26000,semi-auto,4405,petrol,145,48.7,2.0,7,5.902383654937571
x2,2019,27000,manual,4825,diesel,145,49.6,2.0,7,5.595854922279793
4 series,2019,27000,semi-auto,4406,diesel,145,60.1,2.0,7,6.128007262823423
3 series,2019,33000,semi-auto,11564,diesel,145,49.6,2.0,7,2.853683846419924
x2,2019,32000,semi-auto,10,petrol,145,34.0,2.0,7,3200.0
5 series,2016,14495,semi-auto,51700,diesel,30,65.7,2.0,10,0.2803675048355899
3 series,2013,9498,semi-auto,55701,petrol,145,47.9,1.6,13,0.170517584962568
1 series,2018,23498,semi-auto,11131,petrol,145,39.8,3.0,8,2.111041236187225
3 series,2020,51000,semi-auto,5000,diesel,150,43.5,3.0,6,10.2
x3,2016,22000,semi-auto,25000,diesel,150,54.3,2.0,10,0.88
1 series,2017,23000,semi-auto,18100,petrol,150,39.8,3.0,9,1.270718232044199
x6,2018,39990,semi-auto,7427,diesel,145,40.9,3.0,8,5.3844082402046585
3 series,2017,17000,semi-auto,43362,diesel,145,56.5,3.0,9,0.3920483372538167
1 series,2017,11990,manual,18435,petrol,125,53.3,1.5,9,0.6503932736642256
1 series,2019,16500,semi-auto,5000,diesel,145,72.4,1.5,7,3.3
x4,2018,40000,semi-auto,4135,diesel,145,37.2,3.0,8,9.673518742442564
1 series,2019,27000,semi-auto,1214,diesel,145,51.4,2.0,7,22.240527182866558
3 series,2017,19650,semi-auto,43267,diesel,145,62.8,2.0,9,0.45415674763676706
4 series,2019,22500,semi-auto,5623,diesel,145,65.7,2.0,7,4.001422728081096
m4,2018,43500,semi-auto,2577,petrol,150,34.0,3.0,8,16.88009313154831
2 series,2015,18700,semi-auto,43617,petrol,265,37.2,3.0,11,0.4287319164545934
x5,2015,26000,automatic,52936,diesel,205,47.1,3.0,11,0.4911591355599214
7 series,2017,34000,semi-auto,25000,diesel,150,53.3,3.0,9,1.36
3 series,2014,15000,semi-auto,56000,diesel,150,55.4,2.0,12,0.26785714285714285
3 series,2017,18300,semi-auto,20000,diesel,150,62.8,2.0,9,0.915
4 series,2015,15990,semi-auto,87597,diesel,160,51.4,3.0,11,0.182540497962259
3 series,2013,9995,manual,74449,petrol,200,41.5,2.0,13,0.13425297854907386
x2,2019,23498,semi-auto,3241,petrol,150,40.4,2.0,7,7.250231410058624
3 series,2019,34450,semi-auto,3500,diesel,145,45.6,3.0,7,9.842857142857143
7 series,2019,47990,semi-auto,7780,petrol,145,34.5,3.0,7,6.168380462724936
x3,2020,35900,semi-auto,4500,diesel,150,54.3,2.0,6,7.977777777777778
4 series,2016,18498,semi-auto,24188,diesel,145,55.4,3.0,10,0.7647593848189185
x1,2017,18998,semi-auto,26939,diesel,145,65.7,2.0,9,0.705222911021196
x1,2018,16995,semi-auto,17276,petrol,150,46.3,1.5,8,0.9837346608011114
3 series,2017,20998,semi-auto,26252,diesel,145,51.4,3.0,9,0.7998628675910406
3 series,2017,15998,semi-auto,19675,petrol,125,51.4,2.0,9,0.8131130876747141
1 series,2019,29000,semi-auto,100,diesel,150,48.7,2.0,7,290.0
x5,2019,51000,semi-auto,6000,diesel,150,37.7,3.0,7,8.5
x5,2017,29945,automatic,30207,diesel,200,47.1,3.0,9,0.991326513721985
5 series,2018,24595,semi-auto,28502,diesel,145,65.7,2.0,8,0.8629219002175286
5 series,2014,13990,semi-auto,73837,diesel,160,51.4,3.0,12,0.1894714032260249
3 series,2017,14990,semi-auto,48604,diesel,30,67.3,2.0,9,0.3084108303843305
5 series,2017,22990,semi-auto,33492,diesel,145,60.1,2.0,9,0.6864325809148454
5 series,2013,10495,semi-auto,83380,diesel,125,57.6,2.0,13,0.1258695130726793
4 series,2018,22595,semi-auto,18937,petrol,145,48.7,2.0,8,1.1931668162855784
3 series,2019,27995,semi-auto,2460,diesel,145,53.3,2.0,7,11.380081300813009
x1,2016,17298,semi-auto,48697,diesel,125,57.6,2.0,10,0.35521695381645685
x1,2017,17995,manual,23692,diesel,125,58.9,2.0,9,0.7595390849231808
5 series,2017,21998,semi-auto,25260,diesel,145,60.1,2.0,9,0.8708630245447347
x1,2017,16698,semi-auto,25291,diesel,30,65.7,2.0,9,0.6602348661579218
1 series,2015,12298,semi-auto,37634,diesel,30,64.2,2.0,11,0.3267789764574587
1 series,2017,13798,manual,34446,diesel,145,65.7,2.0,9,0.40056900656099403
1 series,2018,14000,manual,19995,petrol,145,37.7,1.5,8,0.7001750437609402
4 series,2018,24000,manual,24848,petrol,145,36.7,3.0,8,0.9658725048293625
m4,2020,50000,semi-auto,700,petrol,145,34.0,3.0,6,71.42857142857143
4 series,2018,21500,semi-auto,4038,petrol,150,45.6,2.0,8,5.324418028727092
3 series,2016,22000,semi-auto,31250,diesel,165,51.4,3.0,10,0.704
5 series,2015,16000,semi-auto,64194,diesel,165,51.4,3.0,11,0.24924447767704147
3 series,2015,18500,semi-auto,38218,diesel,165,51.4,3.0,11,0.48406510021455856
3 series,2019,28000,automatic,6148,diesel,145,52.3,2.0,7,4.554326610279766
3 series,2018,27000,automatic,13430,diesel,145,49.6,3.0,8,2.0104244229337302
x3,2015,17000,semi-auto,35500,diesel,200,47.9,3.0,11,0.4788732394366197
x3,2014,14495,semi-auto,56787,diesel,150,54.3,2.0,12,0.25525208234278973
1 series,2016,16200,semi-auto,13369,diesel,20,68.9,1.5,10,1.2117585458897449
2 series,2018,19000,semi-auto,3764,petrol,145,53.3,1.5,8,5.047821466524973
4 series,2017,17495,manual,13471,petrol,145,46.3,2.0,9,1.2987157597802688
x4,2018,36000,semi-auto,5000,diesel,145,40.4,3.0,8,7.2
m4,2020,43000,semi-auto,40,petrol,145,34.0,3.0,6,1075.0
3 series,2020,40000,semi-auto,2000,diesel,145,47.9,3.0,6,20.0
7 series,2019,49000,semi-auto,7970,diesel,145,44.8,3.0,7,6.148055207026349
m2,2016,31000,semi-auto,14712,petrol,260,35.8,3.0,10,2.1071234366503533
5 series,2018,30500,semi-auto,9671,petrol,145,39.2,3.0,8,3.1537586599110745
2 series,2019,21500,semi-auto,2070,petrol,145,40.9,1.5,7,10.38647342995169
3 series,2016,19500,semi-auto,49104,diesel,160,51.4,3.0,10,0.39711632453567935
1 series,2016,19000,semi-auto,42792,petrol,200,39.8,3.0,10,0.444008225836605
2 series,2019,30000,semi-auto,5555,petrol,145,38.2,3.0,7,5.4005400540054005
5 series,2019,42500,semi-auto,3555,diesel,145,51.4,3.0,7,11.954992967651195
3 series,2016,22500,semi-auto,16890,diesel,160,51.4,3.0,10,1.3321492007104796
2 series,2020,36000,semi-auto,5550,petrol,145,36.2,2.0,6,6.486486486486487
3 series,2018,25000,semi-auto,23555,diesel,145,49.6,3.0,8,1.0613457864572278
2 series,2018,14998,manual,2683,petrol,145,44.1,1.5,8,5.590011181513232
x1,2017,16998,semi-auto,46622,diesel,125,57.6,2.0,9,0.36459182360259107
3 series,2016,13298,semi-auto,46392,diesel,0,74.3,2.0,10,0.28664424900844976
3 series,2013,12298,semi-auto,73845,diesel,145,54.3,3.0,13,0.1665380188232108
5 series,2018,23998,semi-auto,14052,diesel,145,62.8,2.0,8,1.7077996014802164
3 series,2019,26498,semi-auto,21165,diesel,145,48.7,2.0,7,1.2519725962674226
4 series,2019,21998,semi-auto,19856,diesel,145,65.7,2.0,7,1.1078767123287672
3 series,2019,23298,semi-auto,11974,diesel,145,54.3,2.0,7,1.9457157173876733
1 series,2015,13500,manual,31652,diesel,30,62.8,2.0,11,0.42651333249083784
2 series,2018,17500,automatic,6079,diesel,145,51.4,2.0,8,2.878762954433295
1 series,2019,16600,manual,7000,diesel,145,68.9,2.0,7,2.3714285714285714
2 series,2016,16450,semi-auto,10250,diesel,30,62.8,2.0,10,1.604878048780488
x5,2019,49000,semi-auto,4860,diesel,145,37.7,3.0,7,10.08230452674897
x1,2019,25500,automatic,2984,diesel,145,60.1,2.0,7,8.545576407506703
3 series,2016,14000,manual,30679,diesel,125,62.8,2.0,10,0.45633821180612144
6 series,2017,27500,semi-auto,21083,diesel,145,51.4,3.0,9,1.30436844851302
1 series,2017,13500,manual,16423,diesel,150,72.4,1.5,9,0.8220179017231931
4 series,2019,25000,manual,4000,diesel,150,55.4,2.0,7,6.25
3 series,2019,32000,semi-auto,15114,diesel,150,49.6,3.0,7,2.117242291914781
5 series,2017,30000,semi-auto,9750,diesel,150,56.5,3.0,9,3.076923076923077
5 series,2017,21900,semi-auto,38649,diesel,145,65.7,2.0,9,0.566638205386944
3 series,2019,34900,semi-auto,4600,diesel,145,49.6,2.0,7,7.586956521739131
1 series,2019,22700,semi-auto,14822,diesel,145,60.1,2.0,7,1.5315072189987855
x2,2018,23900,semi-auto,12887,diesel,145,61.4,2.0,8,1.8545821370373243
4 series,2019,27450,semi-auto,8142,diesel,145,52.3,3.0,7,3.3714075165806925
x5,2019,46600,semi-auto,9584,diesel,145,37.7,3.0,7,4.862270450751252
4 series,2019,26800,semi-auto,7667,diesel,145,58.9,2.0,7,3.4955001956436678
1 series,2015,16450,semi-auto,25499,diesel,125,60.1,2.0,11,0.6451233381701243
x1,2019,25000,manual,3715,diesel,145,68.9,2.0,7,6.7294751009421265
x2,2019,27000,automatic,49,diesel,145,50.4,2.0,7,551.0204081632653
3 series,2019,32000,automatic,5557,diesel,145,49.6,2.0,7,5.758502789274789
2 series,2019,21000,semi-auto,2380,petrol,145,40.9,1.5,7,8.823529411764707
2 series,2019,21000,manual,3078,petrol,145,39.8,1.5,7,6.822612085769981
2 series,2019,21000,manual,1251,petrol,145,42.8,1.5,7,16.786570743405274
2 series,2019,23500,semi-auto,2664,petrol,145,50.4,2.0,7,8.82132132132132
2 series,2019,20500,manual,1612,petrol,145,42.8,1.5,7,12.71712158808933
4 series,2018,20500,semi-auto,6668,diesel,145,65.7,2.0,8,3.074385122975405
2 series,2019,20500,automatic,6679,petrol,145,47.9,2.0,7,3.0693217547537057
2 series,2019,20500,automatic,1689,petrol,145,50.4,2.0,7,12.137359384251036
5 series,2017,24998,semi-auto,24769,diesel,145,60.1,3.0,9,1.0092454277524325
4 series,2018,20990,semi-auto,26706,diesel,150,58.9,2.0,8,0.7859657005916274
x3,2016,18990,semi-auto,12996,diesel,150,54.3,2.0,10,1.4612188365650969
2 series,2019,19500,manual,1501,petrol,145,42.8,1.5,7,12.991339107261826
2 series,2019,23500,semi-auto,2164,diesel,145,49.6,2.0,7,10.859519408502774
m4,2020,48000,semi-auto,30,petrol,145,34.0,3.0,6,1600.0
5 series,2019,29500,automatic,3388,diesel,145,60.1,3.0,7,8.707201889020071
2 series,2015,12000,manual,28410,petrol,30,57.6,1.5,11,0.42238648363252373
2 series,2019,24000,automatic,477,petrol,145,47.9,2.0,7,50.314465408805034
5 series,2019,30000,automatic,10654,diesel,145,60.1,2.0,7,2.815843814529754
x2,2019,29000,automatic,2472,diesel,145,48.7,2.0,7,11.731391585760518
4 series,2019,25450,semi-auto,1000,diesel,150,60.1,2.0,7,25.45
x2,2018,24490,semi-auto,7100,diesel,150,61.4,2.0,8,3.4492957746478874
x1,2014,12490,semi-auto,49400,diesel,165,51.4,2.0,12,0.252834008097166
2 series,2019,19750,semi-auto,9014,diesel,145,49.6,2.0,7,2.191036165964056
5 series,2017,21900,semi-auto,23291,diesel,145,65.7,2.0,9,0.9402773603537847
x1,2018,21500,semi-auto,12710,petrol,145,44.8,2.0,8,1.6915814319433518
3 series,2018,27500,semi-auto,9329,diesel,145,51.4,3.0,8,2.9477971915532213
x5,2018,34756,automatic,20630,diesel,145,47.1,3.0,8,1.6847309743092584
1 series,2017,21514,semi-auto,15907,petrol,150,39.8,3.0,9,1.352486326774376
x1,2016,18998,semi-auto,24347,diesel,150,55.4,2.0,10,0.7803014745143139
1 series,2019,22000,manual,2574,petrol,145,44.1,1.5,7,8.547008547008547
1 series,2019,21000,manual,1906,petrol,145,44.1,1.5,7,11.017838405036725
3 series,2019,31000,semi-auto,1397,diesel,145,50.4,2.0,7,22.19040801717967
x5,2014,25000,automatic,38389,diesel,200,47.1,3.0,12,0.6512282164161609
5 series,2018,23500,semi-auto,23650,diesel,145,53.3,3.0,8,0.9936575052854123
1 series,2013,10500,manual,48255,diesel,30,62.8,2.0,13,0.21759403170655892
3 series,2013,15000,semi-auto,21940,diesel,125,58.9,2.0,13,0.6836827711941659
x4,2020,43000,semi-auto,857,diesel,145,40.9,3.0,6,50.175029171528585
3 series,2018,17998,semi-auto,19950,diesel,145,65.7,2.0,8,0.9021553884711779
1 series,2016,15498,semi-auto,15621,diesel,30,65.7,2.0,10,0.9921259842519685
1 series,2019,29398,semi-auto,9983,petrol,145,39.8,3.0,7,2.9448061704898327
3 series,2013,10420,manual,53352,petrol,200,43.5,2.0,13,0.19530664267506373
2 series,2016,17998,semi-auto,28099,diesel,145,55.4,2.0,10,0.6405210149827396
x1,2016,18998,semi-auto,20874,diesel,150,55.4,2.0,10,0.9101274312541918
1 series,2016,14398,semi-auto,21037,diesel,20,68.9,1.5,10,0.6844131767837619
1 series,2017,18998,manual,17888,petrol,260,36.2,3.0,9,1.0620527728085867
5 series,2019,26498,semi-auto,16466,diesel,145,60.1,2.0,7,1.6092554354427304
3 series,2015,12998,semi-auto,25243,diesel,30,62.8,2.0,11,0.5149150259477875
x1,2016,15998,manual,45484,diesel,125,58.9,2.0,10,0.3517280802040278
3 series,2019,27998,semi-auto,9624,diesel,150,52.3,2.0,7,2.909185369908562
1 series,2016,14998,manual,23879,diesel,30,62.8,2.0,10,0.6280832530675489
x1,2017,19998,semi-auto,17922,diesel,145,55.4,2.0,9,1.1158352862403749
1 series,2015,13998,semi-auto,38279,diesel,125,60.1,2.0,11,0.3656835340526137
3 series,2015,11998,manual,40325,petrol,125,52.3,1.5,11,0.29753254804711715
5 series,2017,21498,semi-auto,34296,diesel,145,65.7,2.0,9,0.6268369489153254
3 series,2017,19698,semi-auto,44075,diesel,145,51.4,3.0,9,0.446920022688599
3 series,2017,21498,semi-auto,13102,diesel,145,51.4,3.0,9,1.6408181956953136
3 series,2016,11998,manual,49669,diesel,30,67.3,2.0,10,0.24155912138355917
3 series,2017,20498,semi-auto,7926,diesel,145,56.5,3.0,9,2.5861720918496087
3 series,2016,13998,semi-auto,38417,diesel,30,67.3,2.0,10,0.36436994039097276
1 series,2019,19298,semi-auto,10040,diesel,145,67.3,2.0,7,1.9221115537848605
3 series,2019,26498,semi-auto,13579,diesel,145,48.7,2.0,7,1.9513955372265999
3 series,2013,10998,semi-auto,74712,petrol,205,42.8,2.0,13,0.1472052682300032
3 series,2013,10998,manual,72315,diesel,30,61.4,2.0,13,0.15208462974486622
3 series,2013,10998,manual,44602,diesel,30,61.4,2.0,13,0.24658087081296803
x5,2013,16498,automatic,56003,diesel,300,38.2,3.0,13,0.2945913611770798
5 series,2015,13498,semi-auto,88333,diesel,30,62.8,2.0,11,0.15280812380424078
1 series,2019,21998,semi-auto,4061,petrol,145,54.3,1.5,7,5.416892391036691
2 series,2017,17998,semi-auto,27997,diesel,145,57.6,2.0,9,0.6428545915633818
1 series,2013,7998,manual,74772,diesel,30,65.7,2.0,13,0.10696517412935323
x5,2019,45995,semi-auto,16644,diesel,150,37.7,3.0,7,2.7634583032924778
x1,2016,19498,semi-auto,19850,diesel,145,55.4,2.0,10,0.9822670025188917
4 series,2018,21498,semi-auto,8441,petrol,150,48.7,2.0,8,2.5468546380760575
1 series,2013,8298,manual,60741,diesel,30,65.7,2.0,13,0.1366128315305971
3 series,2019,23498,semi-auto,10629,diesel,145,57.7,2.0,7,2.2107441904224294
3 series,2016,13798,semi-auto,46673,diesel,0,74.3,2.0,10,0.2956313071797399
1 series,2014,16998,semi-auto,30954,petrol,235,37.7,3.0,12,0.5491374297344447
1 series,2015,12498,semi-auto,14501,diesel,0,78.5,1.5,11,0.8618715950624095
1 series,2018,17498,manual,10374,diesel,145,49.6,2.0,8,1.68671679197995
1 series,2016,14498,manual,24382,diesel,20,70.6,1.5,10,0.5946189812156509
3 series,2019,20498,semi-auto,6160,petrol,150,44.8,2.0,7,3.3275974025974024
3 series,2019,23298,semi-auto,11326,diesel,145,54.3,2.0,7,2.0570369062334453
3 series,2017,21998,semi-auto,21784,diesel,145,56.5,3.0,9,1.0098237238340066
1 series,2013,6998,manual,73603,diesel,30,62.8,2.0,13,0.09507764629159138
3 series,2016,11298,manual,64308,diesel,20,68.9,2.0,10,0.17568576226908006
x1,2016,19498,semi-auto,20153,diesel,145,55.4,2.0,10,0.9674986354388925
3 series,2017,19498,semi-auto,56785,diesel,145,51.4,3.0,9,0.3433653253500044
5 series,2014,18750,semi-auto,34219,diesel,200,47.9,3.0,12,0.5479412022560566
x3,2014,15795,semi-auto,63000,diesel,145,54.3,2.0,12,0.2507142857142857
3 series,2015,13995,semi-auto,46316,petrol,160,46.3,2.0,11,0.3021633992572761
x1,2017,17998,semi-auto,33534,diesel,150,55.4,2.0,9,0.5367090117492694
3 series,2016,16295,manual,16604,diesel,30,64.2,2.0,10,0.9813900264996387
3 series,2017,17695,semi-auto,24909,diesel,145,62.8,2.0,9,0.710385804327753
1 series,2018,16998,manual,19154,diesel,150,49.6,2.0,8,0.8874386551112039
2 series,2020,30000,semi-auto,914,petrol,145,42.2,1.5,6,32.822757111597376
x3,2013,14000,semi-auto,47111,diesel,160,50.4,2.0,13,0.2971705121946042
x3,2016,21000,semi-auto,24002,diesel,145,54.3,2.0,10,0.8749270894092159
1 series,2020,22000,manual,2000,petrol,145,44.1,1.5,6,11.0
1 series,2014,15000,semi-auto,38689,petrol,235,37.7,3.0,12,0.38770710020936183
x4,2020,45500,semi-auto,1608,petrol,145,26.9,3.0,6,28.296019900497512
3 series,2015,16998,semi-auto,31915,diesel,145,53.3,3.0,11,0.5326022246592511
4 series,2017,19498,semi-auto,28912,diesel,145,65.7,2.0,9,0.6743912562257885
5 series,2017,20998,semi-auto,21068,diesel,145,62.8,2.0,9,0.9966774254794001
3 series,2017,17998,semi-auto,34118,diesel,150,60.1,2.0,9,0.5275221290814233
3 series,2016,17498,semi-auto,27146,diesel,150,56.5,3.0,10,0.6445885213291093
4 series,2017,17410,automatic,37842,diesel,145,65.7,2.0,9,0.46007082078114264
2 series,2016,18498,semi-auto,18245,diesel,145,55.4,2.0,10,1.0138668128254316
3 series,2018,22998,semi-auto,16360,diesel,145,57.7,2.0,8,1.4057457212713937
3 series,2019,26698,semi-auto,8273,diesel,145,48.7,2.0,7,3.227124380514928
4 series,2016,14998,manual,24711,petrol,160,46.3,2.0,10,0.6069361822670066
3 series,2016,14995,manual,43400,diesel,125,58.9,2.0,10,0.3455069124423963
3 series,2019,23498,semi-auto,7516,diesel,145,54.3,2.0,7,3.1263970196913253
4 series,2019,21998,semi-auto,17740,diesel,145,65.7,2.0,7,1.2400225479143179
3 series,2019,27298,semi-auto,8319,diesel,145,48.7,2.0,7,3.281404014905638
3 series,2019,26498,semi-auto,18526,diesel,145,48.7,2.0,7,1.4303141530821548
x5,2016,24998,automatic,83269,diesel,200,47.1,3.0,10,0.30020776039102187
1 series,2019,14698,manual,14847,diesel,150,72.4,1.5,7,0.9899643025527043
x1,2017,17998,automatic,33358,diesel,125,60.1,2.0,9,0.5395407398525092
1 series,2018,17498,semi-auto,17063,petrol,145,36.7,2.0,8,1.0254937584246615
1 series,2013,8998,manual,34750,diesel,30,65.7,2.0,13,0.25893525179856114
x5,2014,27995,automatic,43946,diesel,265,42.2,3.0,12,0.6370318117689893
x1,2016,19998,semi-auto,21621,diesel,145,55.4,2.0,10,0.9249340918551409
3 series,2015,12498,semi-auto,87795,diesel,125,60.1,2.0,11,0.14235434819750556
1 series,2016,13998,semi-auto,50525,diesel,30,65.7,2.0,10,0.2770509648688768
1 series,2016,13498,semi-auto,42001,diesel,20,68.9,1.5,10,0.32137330063569913
1 series,2014,11998,manual,20990,diesel,30,64.2,2.0,12,0.5716055264411625
1 series,2014,10998,automatic,56379,petrol,145,48.7,1.6,12,0.19507263342733996
3 series,2015,12498,manual,50730,diesel,20,68.9,2.0,11,0.24636309875813128
x1,2016,17698,manual,29018,diesel,125,58.9,2.0,10,0.6098973051209594
3 series,2013,9998,semi-auto,46121,diesel,30,62.8,2.0,13,0.21677760673012295
4 series,2017,19498,semi-auto,16463,diesel,145,65.7,2.0,9,1.1843527911073315
5 series,2018,24498,semi-auto,15032,diesel,145,68.9,2.0,8,1.6297232570516231
x1,2016,18498,semi-auto,28813,diesel,145,55.4,2.0,10,0.6420018741540277
3 series,2019,22998,semi-auto,6394,diesel,150,54.3,2.0,7,3.5968095089146073
3 series,2017,20998,semi-auto,14997,diesel,145,51.4,3.0,9,1.400146696005868
2 series,2016,15498,semi-auto,14313,petrol,125,51.4,1.5,10,1.082791867533012
5 series,2014,9998,semi-auto,82681,diesel,30,62.8,2.0,12,0.12092258197167427
1 series,2017,12498,manual,37919,diesel,20,72.4,1.5,9,0.3295972995068435
1 series,2016,12498,manual,38276,diesel,20,70.6,1.5,10,0.3265231476643327
3 series,2017,14498,manual,21105,petrol,150,48.7,2.0,9,0.6869462212745795
3 series,2019,27498,semi-auto,9091,diesel,150,52.3,2.0,7,3.024749752502475
2 series,2017,16498,semi-auto,25405,diesel,150,64.2,2.0,9,0.6493997244636882
1 series,2017,21498,semi-auto,23699,petrol,200,39.8,3.0,9,0.9071268829908435
3 series,2019,21998,semi-auto,7237,diesel,145,60.1,2.0,7,3.0396573165676384
3 series,2019,26998,semi-auto,15002,diesel,145,48.7,2.0,7,1.7996267164378084
5 series,2018,25998,semi-auto,19479,diesel,145,46.3,2.0,8,1.3346681041121207
3 series,2019,22898,automatic,12249,diesel,145,62.8,2.0,7,1.8693770920075108
1 series,2019,17498,automatic,10565,diesel,145,72.4,1.5,7,1.6562233790818741
3 series,2018,20998,semi-auto,28180,petrol,145,48.7,2.0,8,0.74513839602555
1 series,2017,15498,semi-auto,40228,diesel,125,60.1,2.0,9,0.38525405190414636
5 series,2015,11450,manual,60529,diesel,30,65.7,2.0,11,0.18916552396371986
x6,2016,30998,semi-auto,26782,diesel,200,44.8,3.0,10,1.1574191621238146
x2,2019,21998,manual,5687,petrol,150,41.5,1.5,7,3.8681202743098293
6 series,2015,17498,semi-auto,51412,diesel,160,49.6,3.0,11,0.3403485567571773
3 series,2016,18998,semi-auto,28762,diesel,160,51.4,3.0,10,0.6605243028996592
1 series,2016,14998,automatic,30300,diesel,30,65.7,2.0,10,0.49498349834983496
3 series,2017,15998,semi-auto,16943,petrol,150,51.4,2.0,9,0.9442247535855516
3 series,2017,14998,manual,13309,petrol,150,48.7,2.0,9,1.1269066045533098
3 series,2019,26498,semi-auto,7098,petrol,150,41.5,2.0,7,3.73316427162581
4 series,2019,31898,semi-auto,4125,diesel,145,50.4,3.0,7,7.732848484848485
m4,2016,29998,semi-auto,26363,petrol,305,34.0,3.0,10,1.1378826385464478
2 series,2016,19999,semi-auto,29139,petrol,205,39.8,3.0,10,0.6863310340094032
3 series,2016,17998,semi-auto,44888,diesel,160,51.4,3.0,10,0.40095348422741045
3 series,2016,18998,semi-auto,19125,diesel,150,53.3,3.0,10,0.993359477124183
